Participant,Scenario,Segment,Channel,Delta,Theta,Alpha,Beta,Gamma,CQ_AF3_mean,CQ_AF3_std,CQ_T7_mean,CQ_T7_std,CQ_Pz_mean,CQ_Pz_std,CQ_T8_mean,CQ_T8_std,CQ_AF4_mean,CQ_AF4_std,CQ_OVERALL_mean,CQ_OVERALL_std,EQ_AF3_mean,EQ_AF3_std,EQ_T7_mean,EQ_T7_std,EQ_Pz_mean,EQ_Pz_std,EQ_T8_mean,EQ_T8_std,EQ_AF4_mean,EQ_AF4_std,EQ_OVERALL_mean,EQ_OVERALL_std,BATTERY_mean,BATTERY_std,BATTERY_PERCENT_mean,BATTERY_PERCENT_std
001_(19),Participants Listening to Relaxing Music,Segment_2,AF3,804.5393942468032,56.8590534238214,24.480739152617904,5.920549255670254,5.390113297188975,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,0.00010000000000000002,2.710505431213761e-20,2.4487369985141157e-06,1.5401903678331547e-06,1.0995542347696879e-06,1.3073855052136838e-06,2.0683506686478457e-06,1.6027724258599156e-06,1.8603268945022282e-06,1.3892340926443047e-06,2.7340267459138193e-06,1.700183884608887e-06,4.027934621099554e-05,3.1783617480349774e-05,1.0000000000000002e-06,2.117582368135751e-22,1.4999999999999995e-05,3.3881317890172014e-21
001_(19),Participants Listening to Relaxing Music,Segment_2,T7,352.267861063494,114.5656700457414,45.40663662133019,20.115262709961677,13.512798281802679,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,0.00010000000000000002,2.710505431213761e-20,2.4487369985141157e-06,1.5401903678331547e-06,1.0995542347696879e-06,1.3073855052136838e-06,2.0683506686478457e-06,1.6027724258599156e-06,1.8603268945022282e-06,1.3892340926443047e-06,2.7340267459138193e-06,1.700183884608887e-06,4.027934621099554e-05,3.1783617480349774e-05,1.0000000000000002e-06,2.117582368135751e-22,1.4999999999999995e-05,3.3881317890172014e-21
001_(19),Participants Listening to Relaxing Music,Segment_2,Pz,413.86484843555627,33.86024990852412,33.85229823392916,5.092314127034655,4.990146980532614,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,0.00010000000000000002,2.710505431213761e-20,2.4487369985141157e-06,1.5401903678331547e-06,1.0995542347696879e-06,1.3073855052136838e-06,2.0683506686478457e-06,1.6027724258599156e-06,1.8603268945022282e-06,1.3892340926443047e-06,2.7340267459138193e-06,1.700183884608887e-06,4.027934621099554e-05,3.1783617480349774e-05,1.0000000000000002e-06,2.117582368135751e-22,1.4999999999999995e-05,3.3881317890172014e-21
001_(19),Participants Listening to Relaxing Music,Segment_2,T8,430.27854182041295,25.214074819371294,11.960499505009727,7.820144624642653,8.724317133486801,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,0.00010000000000000002,2.710505431213761e-20,2.4487369985141157e-06,1.5401903678331547e-06,1.0995542347696879e-06,1.3073855052136838e-06,2.0683506686478457e-06,1.6027724258599156e-06,1.8603268945022282e-06,1.3892340926443047e-06,2.7340267459138193e-06,1.700183884608887e-06,4.027934621099554e-05,3.1783617480349774e-05,1.0000000000000002e-06,2.117582368135751e-22,1.4999999999999995e-05,3.3881317890172014e-21
001_(19),Participants Listening to Relaxing Music,Segment_2,AF4,502.480968999327,41.66363826719524,25.169657853154323,5.1777841455708495,5.115521137836157,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,0.00010000000000000002,2.710505431213761e-20,2.4487369985141157e-06,1.5401903678331547e-06,1.0995542347696879e-06,1.3073855052136838e-06,2.0683506686478457e-06,1.6027724258599156e-06,1.8603268945022282e-06,1.3892340926443047e-06,2.7340267459138193e-06,1.700183884608887e-06,4.027934621099554e-05,3.1783617480349774e-05,1.0000000000000002e-06,2.117582368135751e-22,1.4999999999999995e-05,3.3881317890172014e-21
001_(19),Participants Listening to Relaxing Music,Segment_3,AF3,449.6916974750524,50.948753979771105,17.35440142038934,5.092634579952845,3.6507003964060365,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,0.00010000000000000003,4.0657581468206416e-20,3.966119640021176e-06,1.8092120159486562e-07,2.593435680254102e-06,8.048814157385861e-07,3.864478560084702e-06,3.422796798505325e-07,3.2710428798305974e-06,4.4449818573728064e-07,4.000000000000001e-06,8.470329472543003e-22,8.066225516146107e-05,1.0760704318681867e-05,1.0000000000000002e-06,2.117582368135751e-22,1.4999999999999992e-05,6.776263578034403e-21
001_(19),Participants Listening to Relaxing Music,Segment_3,T7,1311.0921097953615,187.83271013527616,52.82096735078014,17.70695117456803,14.40727406830291,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,0.00010000000000000003,4.0657581468206416e-20,3.966119640021176e-06,1.8092120159486562e-07,2.593435680254102e-06,8.048814157385861e-07,3.864478560084702e-06,3.422796798505325e-07,3.2710428798305974e-06,4.4449818573728064e-07,4.000000000000001e-06,8.470329472543003e-22,8.066225516146107e-05,1.0760704318681867e-05,1.0000000000000002e-06,2.117582368135751e-22,1.4999999999999992e-05,6.776263578034403e-21
001_(19),Participants Listening to Relaxing Music,Segment_3,Pz,263.11249527362776,31.86732776636307,24.582437887180014,5.52649976297532,3.449411641538253,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,0.00010000000000000003,4.0657581468206416e-20,3.966119640021176e-06,1.8092120159486562e-07,2.593435680254102e-06,8.048814157385861e-07,3.864478560084702e-06,3.422796798505325e-07,3.2710428798305974e-06,4.4449818573728064e-07,4.000000000000001e-06,8.470329472543003e-22,8.066225516146107e-05,1.0760704318681867e-05,1.0000000000000002e-06,2.117582368135751e-22,1.4999999999999992e-05,6.776263578034403e-21
001_(19),Participants Listening to Relaxing Music,Segment_3,T8,246.04397592065192,30.543729111498838,12.879380994856978,7.476318686008018,7.224480772762315,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,0.00010000000000000003,4.0657581468206416e-20,3.966119640021176e-06,1.8092120159486562e-07,2.593435680254102e-06,8.048814157385861e-07,3.864478560084702e-06,3.422796798505325e-07,3.2710428798305974e-06,4.4449818573728064e-07,4.000000000000001e-06,8.470329472543003e-22,8.066225516146107e-05,1.0760704318681867e-05,1.0000000000000002e-06,2.117582368135751e-22,1.4999999999999992e-05,6.776263578034403e-21
001_(19),Participants Listening to Relaxing Music,Segment_3,AF4,300.21316144502134,40.694574005536374,17.29140727987104,5.084914710405736,3.6154226210532374,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,4.000000000000001e-06,8.470329472543003e-22,0.00010000000000000003,4.0657581468206416e-20,3.966119640021176e-06,1.8092120159486562e-07,2.593435680254102e-06,8.048814157385861e-07,3.864478560084702e-06,3.422796798505325e-07,3.2710428798305974e-06,4.4449818573728064e-07,4.000000000000001e-06,8.470329472543003e-22,8.066225516146107e-05,1.0760704318681867e-05,1.0000000000000002e-06,2.117582368135751e-22,1.4999999999999992e-05,6.776263578034403e-21
001_(1),Participants Listening to Relaxing Music,Segment_1,AF3,6085.5736173816385,329.3160849703277,37.613598644501735,6.839819065189435,1.9293170029882332,4.0000000000000015e-06,1.6940658945086007e-21,4.0000000000000015e-06,1.6940658945086007e-21,4.0000000000000015e-06,1.6940658945086007e-21,4.0000000000000015e-06,1.6940658945086007e-21,4.0000000000000015e-06,1.6940658945086007e-21,0.00010000000000000003,4.0657581468206416e-20,3.1563169164882227e-06,9.768069130531122e-07,1.1541755888650964e-06,1.2578654956484238e-06,2.355460385438972e-06,1.4225121609330519e-06,2.321199143468951e-06,1.466119971135964e-06,3.2119914346895077e-06,9.946461046966934e-07,4.8137044967880084e-05,3.1788353527063575e-05,1.0000000000000004e-06,4.235164736271502e-22,1.4999999999999994e-05,5.082197683525802e-21
001_(1),Participants Listening to Relaxing Music,Segment_1,T7,15507.658107037982,971.2432260679385,84.5325504538378,19.964803533811686,12.55152989413122,4.0000000000000015e-06,1.6940658945086007e-21,4.0000000000000015e-06,1.6940658945086007e-21,4.0000000000000015e-06,1.6940658945086007e-21,4.0000000000000015e-06,1.6940658945086007e-21,4.0000000000000015e-06,1.6940658945086007e-21,0.00010000000000000003,4.0657581468206416e-20,3.1563169164882227e-06,9.768069130531122e-07,1.1541755888650964e-06,1.2578654956484238e-06,2.355460385438972e-06,1.4225121609330519e-06,2.321199143468951e-06,1.466119971135964e-06,3.2119914346895077e-06,9.946461046966934e-07,4.8137044967880084e-05,3.1788353527063575e-05,1.0000000000000004e-06,4.235164736271502e-22,1.4999999999999994e-05,5.082197683525802e-21
001_(1),Participants Listening to Relaxing Music,Segment_1,Pz,3961.259622820897,220.4343743063704,29.12545484360155,6.634633694624224,1.6780990782310174,4.0000000000000015e-06,1.6940658945086007e-21,4.0000000000000015e-06,1.6940658945086007e-21,4.0000000000000015e-06,1.6940658945086007e-21,4.0000000000000015e-06,1.6940658945086007e-21,4.0000000000000015e-06,1.6940658945086007e-21,0.00010000000000000003,4.0657581468206416e-20,3.1563169164882227e-06,9.768069130531122e-07,1.1541755888650964e-06,1.2578654956484238e-06,2.355460385438972e-06,1.4225121609330519e-06,2.321199143468951e-06,1.466119971135964e-06,3.2119914346895077e-06,9.946461046966934e-07,4.8137044967880084e-05,3.1788353527063575e-05,1.0000000000000004e-06,4.235164736271502e-22,1.4999999999999994e-05,5.082197683525802e-21
