Participant,Scenario,Segment,Channel,Brain_PC1,Brain_PC2,Brain_PC3,Brain_PC4,Brain_PC5,Brain_PC6,Brain_PC7,Brain_PC8,Brain_PC9,Brain_PC10,BATTERY_mean,BATTERY_std
002_(18),Horrer Video Stimulation,Segment_3,T7,-2.3397953579666835,2.675604241563085,-1.1219217135947777,1.1664045302907025,2.484043275999807,1.5293184691198374,0.11872426702357419,0.28095040854244135,1.0347331114494973,-0.10403674028918296,1.0000000000000002e-06,2.117582368135752e-22
002_(18),Horrer Video Stimulation,Segment_3,Pz,-0.2446295748720038,1.6344176715319096,0.07691548911992176,-0.1921004013218127,0.4580131414717503,-0.705578544017578,0.13377153165990632,-0.6575403866426348,1.2348357053322012,-0.7038646197396631,1.0000000000000002e-06,2.117582368135752e-22
002_(18),Horrer Video Stimulation,Segment_3,T8,-0.3438977845342944,1.69231651277429,0.022939248340054254,-0.12539610917372265,0.5375384494464769,-0.5905953214711507,0.15297707627741083,-0.655601713709669,1.1976622934132928,-0.7903294503121843,1.0000000000000002e-06,2.117582368135752e-22
002_(18),Horrer Video Stimulation,Segment_3,AF4,-0.48339043500586265,1.770924173830527,-0.052521929060565443,-0.030362344088934252,0.6534311299490994,-0.4323864382438689,0.16518471842581656,-0.633302678516971,1.1592018984699874,-0.8611630942100813,1.0000000000000002e-06,2.117582368135752e-22
002_(4),Horrer Video Stimulation,Segment_1,AF3,2.336019387914491,0.7785801680246827,1.5029597156479098,-0.1370687334336929,-0.07996855818963315,0.03232132242592394,-0.06095227806262329,0.13592259217349498,0.09513266937883978,-0.3291346771750994,1.0000000000000002e-06,2.117582368135752e-22
002_(4),Horrer Video Stimulation,Segment_1,T7,2.086966686018553,0.8780443670912607,1.3531834227563388,0.021073968228795394,0.21161727033654837,0.2806777836620415,-0.11650364338972549,0.36604107467182717,0.15371486525193173,0.06858528402990154,1.0000000000000002e-06,2.117582368135752e-22
002_(4),Horrer Video Stimulation,Segment_1,Pz,2.4733236900220277,0.694919150523484,1.5764644994596564,-0.23069338699292527,-0.18276124044384554,-0.13041040571695986,-0.09490618388198638,0.15032205739806268,0.1585076695571624,-0.16236662020398485,1.0000000000000002e-06,2.117582368135752e-22
002_(4),Horrer Video Stimulation,Segment_1,T8,2.4235763984498417,0.7197118815249615,1.5484638976971183,-0.19866469054726266,-0.13445096112428465,-0.0772348014406284,-0.09561980096435355,0.17257548125234193,0.1558317370364482,-0.14667094589163698,1.0000000000000002e-06,2.117582368135752e-22
002_(4),Horrer Video Stimulation,Segment_1,AF4,2.337534978967282,0.774643885562913,1.5028692099057819,-0.13885462572671953,-0.07485803557408725,0.0280009763538263,-0.06777659054541432,0.15062305741439871,0.10615071210347964,-0.28704209716904905,1.0000000000000002e-06,2.117582368135752e-22
002_(4),Horrer Video Stimulation,Segment_2,AF3,3.261409443167993,-0.7744604333129894,0.6773942385744363,0.37747387396995363,0.46177411509168004,0.033850106412480756,0.11809723249590366,-0.2899312759596452,-0.38393382196938125,-0.1099615826512149,1e-06,0.0
002_(4),Horrer Video Stimulation,Segment_2,T7,3.0152044038322097,-0.6724169095825189,0.5292994108559954,0.5322308397588689,0.7412894332578487,0.2792773956983842,0.07505689631800218,-0.08308492015926328,-0.34359727682114216,0.22478567370828093,1e-06,0.0
002_(4),Horrer Video Stimulation,Segment_2,Pz,3.2939056144269028,-0.7929365484623064,0.6950565298408535,0.35531244881558827,0.4348341312095086,-0.0036014392706593757,0.11389218566487848,-0.2936204358493345,-0.373908026549386,-0.08972012269119148,1e-06,0.0
002_(4),Horrer Video Stimulation,Segment_2,T8,3.2497010913249023,-0.7717903773215518,0.6693045902620018,0.3841121256663899,0.4792515356768887,0.043245602794508724,0.11213389796788821,-0.27005892180200397,-0.37646120129287464,-0.0673155196662402,1e-06,0.0
002_(4),Horrer Video Stimulation,Segment_2,AF4,3.2555768495406165,-0.7719318583549046,0.6737159179553175,0.3819861676089877,0.467720572845367,0.03997408477437236,0.11633457050523589,-0.28483019227383044,-0.38479876128479246,-0.10342766521906065,1e-06,0.0
